ਅਫ਼ਰੀਕਾ	非洲
ਫ਼ਾਈਟ ਕਲੱਬ	鬥陣俱樂部
ਅਯੂਬ ਖਾਨ	阿尤布·汗
ਹਾਰਰ	哈勒尔
ਵਿੱਥ	位移
ਰੇਚਲ ਮਿਕੈਡਮਸ	瑞秋·麥亞當斯
ਬੌਣੀ ਆਕਾਸ਼ਗੰਗਾ	矮星系
ਅਮਰਵੇਲ	菟絲子屬
ਨਵਬਸਤੀਵਾਦ	新殖民主义
ਦਾਰਫ਼ੂਰ ਦੀ ਜੰਗ	達爾富爾衝突
ਝੂਠ ਫੜਨ ਵਾਲੀ ਮਸ਼ੀਨ	測謊機
ਤੁਰਕੀ ਦਾ ਇਤਿਹਾਸ	土耳其历史
ਹੈਨਰੀ ਲਾ ਫ਼ੌਂਟੇਨ	亨利·拉方丹
ਸਿੰਘਾਪੁਰੀ ਡਾਲਰ	新加坡元
ਊਦ	烏德琴
ਫ਼੍ਰੈਡ੍ਰਿਕ ਬਾਜਰ	腓特烈·巴耶尔
ਅੰਗੂਰ	葡萄属
ਦੱਖਣੀ ਅਫ਼ਰੀਕਾ ਦੇ ਸੂਬੇ	南非行政区划
ਜੀਕਾਬਪਿਲਸ	葉卡布皮爾斯
ਫ਼ਲੂਜਾ	费卢杰
ਏ. ਜ਼ੈਡ. ਅਲਕਮਾਰ	AZ (足球會)
ਦ ਸਟੈਨਿਕ ਵਰਸਿਜ਼	撒旦诗篇
ਗੋਦਾਵਰੀ ਦਰਿਆ	哥达瓦里河
ਸੁਰ (ਭਾਸ਼ਾ ਵਿਗਿਆਨ)	聲調
ਖ਼ੈਬਰ ਦੱਰਾ	开伯尔山口
ਸ਼ੇਖ਼ ਮੁਜੀਬੁਰ ਰਹਿਮਾਨ	谢赫·穆吉布·拉赫曼
ਪਿਟਜ਼ਬਰਗ ਸਟੀਲਰਜ਼	匹兹堡钢人
ਓਰਨੀਥਿਸਕੀਆ	鳥臀目
ਕੋਰਸੇ ਜ਼ਿਲਾ	科赤區
ਨਿਊ ਮੂਨ (ਨਾਵਲ)	暮光之城：新月
ਅਲੌਹ ਅਇਸਕ	铁矿
ਕੈਂਟਰਬਰੀ ਕਹਾਣੀਆਂ	坎特伯雷故事集
ਕੂੰਜ	蓑羽鹤
ਨਬਜ਼	脉搏
ਖਮੇਰ ਰੂਜ	紅色高棉
ਸੇਂਟ ਜੇਮਜ਼ ਪਾਰਕ	聖占士公園球場
ਬੁਲਕੀਜ ਜ਼ਿਲਾ	布爾基則區
੨੦੦੮ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਫੁਟਬਾਲ - ਪੁਰਸ਼	2008年夏季奧林匹克運動會足球比賽
ਬ੍ਰੇਵ ਨਿਊ ਵਰਲਡ	美麗新世界
ਨੌਂਤ ਫੁੱਟਬਾਲ ਕਲੱਬ	南特足球俱乐部
ਜਾਦੂਈ ਵਰਗ	幻方
ਵੀਅਤਨਾਮੀ ਦੋਙ	越南盾
ਪੀਟਰ ਹਿਗਜ਼	彼得·希格斯
ਡਿਬਰ ਜ਼ਿਲਾ	第巴爾區
ਦੇਵੋਲ ਜ਼ਿਲਾ	德佛爾區
ਧੁੰਦ	薄霧
ਆਈਸੀਸੀ ਕ੍ਰਿਕਟ ਵਿਸ਼ਵ ਕੱਪ	板球世界杯
ਸ਼੍ਰੀ ਅਰਬਿੰਦੋ	師利·奧羅賓多
ਗੁਈਯਾਂਗ	贵阳市
ਹਾਈਡਰਾ	水螅
ਨਿਕੋਲਾਈ ਚੇਰਨੀਸ਼ੇਵਸਕੀ	尼古拉·加夫里诺维奇·车尔尼雪夫斯基
ਆਈ ਹੈਵ ਏ ਡਰੀਮ	我有一个梦想
ਬੇਨੇਦਿਤੋ ਕਰੋਚੇ	贝内德托·克罗齐
ਵੋਲਟਾ ਦਰਿਆ	沃尔特河
ਧਤੂਰਾ	曼陀罗属
ਆਨਦਰੇਸ ਸੇਗੋਵੀਆ	安德烈斯·塞戈维亚
ਹਿਬਰਨੀਅਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	希伯尼安足球俱乐部
ਕਲਾਸ ਪੌਂਟਸ ਆਰਨਲਡਸਨ	克拉斯·蓬图斯·阿诺尔德松
ਹੂਤੂ	胡图族
ਪ੍ਰੋਮੀਥੀਅਸ (2012 ਫਿਲਮ)	普罗米修斯 (电影)
ਹਿੰਦ-ਚੀਨੀ ਟਾਈਗਰ	印度支那虎
ਕਾਜ਼ੀਰੰਗਾ ਕੌਮੀ ਪਾਰਕ	加济兰加国家公园
ਅਮਰੀਕੀ ਇਨਕਲਾਬ	美國革命
ਗੌਥਿਕ ਗਲਪ	哥特小说
ਸ਼ਰਲੌਕ (ਟੀਵੀ ਲੜੀਵਾਰ)	神探夏洛克
ਡੂਰੇਸ ਕਾਉਂਟੀ	杜勒斯州
ਡਿਬਰ ਕਾਉਂਟੀ	第巴爾州
ਨਾਦਰ ਸ਼ਾਹ	纳迪尔沙
ਡਨਡੀ ਯੁਨਾਈਟਡ ਫੁੱਟਬਾਲ ਕਲੱਬ	邓迪联足球俱乐部
ਵਿਸਾਰੀਓਨ ਬੇਲਿੰਸਕੀ	维萨里昂·格里戈里耶维奇·别林斯基
ਜਮ ਮੀਨਾਰ	贾姆尖塔
ਤੁਤਸੀ	图西族
ਇਰਾਕੀ ਦਿਨਾਰ	伊拉克第納爾
ਕੁਵੈਤੀ ਦਿਨਾਰ	科威特第納爾
ਖ਼ਾਲਿਦ ਹੁਸੈਨੀ	卡勒德·胡賽尼
ਬੁਣਾਈ	編織
ਜਾਵਾ ਪਲੇਟਫਾਰਮ, ਐਂਟਰਪ੍ਰਾਈਜ਼ ਐਡੀਸ਼ਨ	Java EE
ਜੌਂ-ਫ਼ਰਾਂਸੁਆ ਲਿਓਤਾਰ	让-弗朗索瓦·利奥塔
ਰੂਹ	精神
ਜਾਵਾ ਵਰਚੁਅਲ ਮਸ਼ੀਨ	Java虚拟机
ਖਗੋਲੀ ਧੂਲ	宇宙塵
ਮਾਦਾਮ ਬੋਵਾਰੀ	包法利夫人
ਪਾਰਕ ਦੇ ਪ੍ਰਿੰਸ	王子公园体育场
ਮੈਤਰਿਆ	彌勒菩薩
ਸਾਵੂ ਸਾਗਰ	萨武海
ਕ੍ਰਿਸ਼ਨਾ ਦਰਿਆ	奎師那河
ਜ਼ਮੀਰ	良心
ਟੀ ਸੈੱਲ	T细胞
ਫ੍ਰਾਂਜ਼ ਫੈਨਨ	弗朗茨·法农
ਇੰਡੀਆਨਾਪੋਲਿਸ ਕੋਲਟਜ਼	印第安纳波利斯小马
ਬੈਨ ਜਾਨਸਨ	本·琼森
ਖੇਤੀ ਇੰਜੀਨਅਰਿੰਗ	农业工程
ਕਾਕਪਿੱਟ	驾驶舱
ਸ਼ਕੋਦਰ ਜ਼ਿਲਾ	士科德區
ਕੋਲੋਂਜੇ ਜ਼ਿਲਾ	科隆耶區
ਕਾਵਾਜੇ ਜ਼ਿਲਾ	卡瓦耶區
ਲੇਝੇ ਜ਼ਿਲਾ	列澤區
ਵੱਖਵਾਦ	分離主義
ਸੱਤਿਆਗ੍ਰਹਿ	真理堅固
ਗੈਟ	關稅暨貿易總協定
ਸੁੱਕੀ ਬਰਫ਼	乾冰
ਬਹਾਮਾਸੀ ਡਾਲਰ	巴哈馬元
ਬਾਰਬਾਡੋਸੀ ਡਾਲਰ	巴貝多元
ਸਕਰਾਪਰ ਜ਼ਿਲਾ	斯克拉帕區
ਕਾਰਾ ਪਣਜੋੜ	卡拉海峽
ਬੰਗਲਾਦੇਸ਼ੀ ਟਕਾ	孟加拉塔卡
ਕੌਮਾਂਤਰੀ ਸੰਸਕ੍ਰਿਤ ਲਿਪੀਅੰਤਰਨ ਵਰਨਮਾਲਾ	IAST
ਰੈਚਲ ਕੋਰੀ	若雪·柯利
ਰੂਪਨਗਰ ਜ਼ਿਲ੍ਹਾ	盧普那加爾縣
ਡਾ. ਰਾਜੇਂਦਰ ਪ੍ਰਸਾਦ	拉金德拉·普拉萨德
ਜ਼ੀਬੋ	淄博市
ਓਨੋ ਨੋ ਕੋਮਾਚੀ	小野小町
ਮਿਸਰੀ ਪਾਊਂਡ	埃及鎊
ਅਫ਼ਗ਼ਾਨ ਅਫ਼ਗ਼ਾਨੀ	阿富汗尼
ਸੋਲੋਮਨ ਸਾਗਰ	所罗门海
ਦੇਹਰਾਦੂਨ	台拉登
ਅਰਜਨਟੀਨੀ ਪੇਸੋ	阿根廷比索
ਗੁਹਾਟੀ	古瓦哈提
ਵਿਸ਼ਵ ਵਾਤਾਵਰਣ ਦਿਵਸ	世界环境日
ਚਾਨਕਲੇ	恰納卡萊
ਇੰਜ ਜ਼ਾਰਥੁਸਤਰਾ ਬੋਲਿਆ	查拉图斯特拉如是说
ਸਾਊਦੀ ਰਿਆਲ	沙特阿拉伯里亚尔
ਤਾਜਿਕਿਸਤਾਨੀ ਸੋਮੋਨੀ	塔吉克斯坦索莫尼
ਕਰਬਲਾ	卡爾巴拉
ਜੋਧਪੁਰ	焦特布尔
ਹੈਮਿਲਟਨ, ਨਿਊਜ਼ੀਲੈਂਡ	哈密尔顿 (新西兰)
ਅਜਮੇਰ	阿杰梅尔
ਚਿਲੀਆਈ ਪੇਸੋ	智利比索
ਲਾਓ ਕਿਪ	寮國基普
ਉੱਜੈਨ	鄔闍衍那
ਲੁਧਿਆਣਾ	卢迪亚纳
ਵਾਇਓਤ ਜੋਰ ਸੂਬਾ	瓦約茨佐爾省
ਅਜ਼ਾਦ ਕਸ਼ਮੀਰ	自由克什米爾
ਮੇਰਠ	密拉特
ਮਹਾਂਨਗਰ	大都市
ਪਾਰਸੀ	帕西人
ਸੰਯੁਕਤ ਅਰਬ ਇਮਰਾਤੀ ਦਿਰਹਾਮ	阿联酋迪拉姆
ਦੁਨੀਆ ਦਾ ਇਤਿਹਾਸ	世界歷史
ਅੰਗੋਲਨ ਕਵਾਂਜ਼ਾ	安哥拉匡撒
ਉਦੈਪੁਰ	烏代浦
ਲੋਰੀ ਪ੍ਰਾਂਤ	洛里省
ਰੋਝ	藍牛羚
ਪੁਰਤਗਾਲੀ ਸਾਮਰਾਜ	葡萄牙帝國
ਈਸ਼ਨਿੰਦਾ	褻瀆
ਕੋਬੀ ਸਮਲਡਰਸ	科比·斯馬得兒
ਲਦਾਖ਼	拉達克
ਗਿਲਗਿਤ-ਬਾਲਤਿਸਤਾਨ	吉尔吉特-巴尔蒂斯坦
ਬੀਕਾਨੇਰ	比卡內爾
ਬੋਲੀਵੀਆਈ ਬੋਲੀਵੀਆਨੋ	玻利維亞諾
ਯਜ਼ੀਦੀ	雅兹迪
ਹੈ ਕਿਸਨੂੰ ਮੌਤ ਦਾ ਸੱਦਾ	戰地鐘聲
ਟਰਾਂਸਨਿਸਤੀਰੀਆਈ ਰੂਬਲ	德涅斯特河沿岸盧布
ਲੋਕ-ਨਾਚ	民族舞蹈
ਸ਼ਿਰਾਕ	希拉克省
ਤੀਰਾਨਾ ਜ਼ਿਲਾ	地拉那區
ਤਵੂਸ਼	塔武什省
ਅਰਮਾਵੀਰ ਸੂਬਾ	亞馬維爾省
ਸੈਰਾ ਵੇਨ ਕੈਲੀਜ਼	莎拉·维恩·考丽丝
ਅਲੈਗਜ਼ੈਂਡਰ ਹਰਜਨ	亚历山大·伊万诺维奇·赫尔岑
ਮੋਰ	孔雀
ਆਸਕਰ ਪਿਸਟੋਰੀਅਸ	奧斯卡·皮斯托利斯
ਤਾਰਪੀਨ	松节油
ਕਾਰਬੋਨਿਲ	羰基
ਬਲੋਚ ਲੋਕ	俾路支人
ਕਿਊਬਾਈ ਪੇਸੋ	古巴比索
ਐਡਵਰਡ ਸਈਦ	爱德华·萨义德
ਪ੍ਰਾਈਡ ਪਾਰਕ ਸਟੇਡੀਅਮ	普莱德公园球场
ਓਰਛਾ	奥拉奇哈
ਬ੍ਰੇਸਲੈਟ	手镯
ਮੌਤ ਦੀਆਂ ਰਸਮਾਂ	葬礼
ਰਾਮਸੇਤੂ	羅摩橋
ਝੁੱਗੀ-ਝੌਂਪੜੀ	貧民窟
ਇਤਿਹਾਸਕਾਰ	历史学家
ਭੂਟਾਨੀ ਙੂਲਤਰੂਮ	不丹努尔特鲁姆
ਅਲੀਗੜ	阿里格尔
ਨਮਰੂਦ	宁录
ਬਹਿਰੀਨੀ ਦਿਨਾਰ	巴林第納爾
ਲਿਬਨਾਨੀ ਪਾਊਂਡ	黎巴嫩鎊
ਨਿਸ਼ਾਨਚੀ	狙擊手
ਸੂਰੀਨਾਮੀ ਡਾਲਰ	蘇利南元
ਦੱਖਣੀ ਕੋਰੀਆਈ ਵੌਨ	韓圓
ਔਗੂਸਤ ਮੇਰੀ ਫਰਾਂਸੋਆ ਬੇਰਨਾਰਤ	奥古斯特·贝尔纳特
ਧੁਨੀ (ਭਾਸ਼ਾ ਵਿਗਿਆਨ)	語音
ਹਾਟ ਓਫ ਮਿਡਲੋਥੀਅਨ ਫੁੱਟਬਾਲ ਕਲੱਬ	哈茨足球俱乐部
ਸਤਾਦ ਵੇਲੋਦਰੋਮ	韋洛德羅姆球場
ਥੋਮਸ ਸਾਨਕਾਰਾ	托马斯·桑卡拉
ਪੋਗਰਾਡੇਕ ਜ਼ਿਲਾ	波格拉德茨區
ਗਾਂਧੀ (ਫਿਲਮ)	甘地傳
ਮੈਗੀ ਜਿਲਨਹੌਲ	瑪姬·吉倫荷
ਚੰਡੋਲ	摩天輪
ਪੀਕਿਨ ਜ਼ਿਲਾ	佩今區
ਤੇਪੇਲੀਨ ਜ਼ਿਲਾ	特佩雷尼區
ਮੱਟ ਜ਼ਿਲਾ	馬蒂區
ਗੈਜ਼ਪਾਖੋ	西班牙凍湯
ਸ਼ਹੀਦ ਭਗਤ ਸਿੰਘ ਨਗਰ ਜ਼ਿਲ੍ਹਾ	那萬沙爾縣
ਮੇਸਟਾਲਾ ਸਟੇਡੀਅਮ	馬斯泰拿球場
ਅੰਮ੍ਰਿਤਸਰ ਜ਼ਿਲ੍ਹਾ	阿姆利則縣
ਨੇਪਾਲੀ ਰੁਪਈਆ	尼泊尔卢比
ਬ੍ਰਹਮਗੁਪਤ	婆羅摩笈多
ਵੁਦਰਿੰਗ ਹਾਈਟਸ	咆哮山莊
ਬੇਰਾਤ ਜ਼ਿਲਾ	培拉特區
ਅਫ਼ਰੀਕੀ ਟ੍ਰੀਪੈਨੋਸੋਮਾਇਆਸਿਸ	非洲人类锥虫病
ਪਲਾਸੀ ਦੀ ਲੜਾਈ	普拉西战役
ਪੋਰਟ ਬਲੇਅਰ	布萊爾港
ਮੈਡਲ ਆਫ਼ ਆਨਰ	荣誉勋章
ਜਾਰਡਨੀ ਦਿਨਾਰ	約旦第納爾
ਵੈਨੇਜ਼ੁਏਲਾਈ ਬੋਲੀਵਾਰ	委內瑞拉玻利瓦爾
ਹੈਤੀਆਈ ਗੂਰਦ	海地古德
ਵੇਲੂਪਿਲਾਈ ਪ੍ਰਭਾਕਰਨ	韦卢皮莱·普拉巴卡兰
ਐੱਮ.ਆਈ.ਏ.	M.I.A.
ਅਜ਼ੀਮ ਸਕਵਿਡ	巨烏賊
ਪੇਰੂਵੀ ਨਵਾਂ ਸੋਲ	秘魯新索爾
ਕੰਬੋਡੀਆਈ ਰਿਆਲ	柬埔寨瑞爾
ਰੂਸੀ ਸੋਸ਼ਲ ਡੈਮੋਕਰੈਟਿਕ ਲੇਬਰ ਪਾਰਟੀ	俄国社会民主工党
ਸਾਂਤੀਆਗੋ ਦੇ ਕੋਮਪੋਸਤੇਲਾ ਵੱਡਾ ਗਿਰਜਾਘਰ	圣地亚哥-德孔波斯特拉主教座堂
ਇਲਬਾਸਨ ਜ਼ਿਲਾ	艾巴申區
ਕਰੂਜੇ ਜ਼ਿਲਾ	克魯耶區
ਡੌਮੀਨਿਕ ਪਰਸੈੱਲ	多米尼克·珀塞尔
ਭਾਵਨਾ	感覺
ਗ਼ਰੀਬੀ ਰੇਖਾ	貧窮門檻
ਬਰੂਨਾਏ ਡਾਲਰ	汶萊元
ਬਾਹਰਮੁਖਤਾ (ਦਰਸ਼ਨ)	客觀性
ਕਤਰੀ ਰਿਆਲ	卡達里亞爾
ਵੀਨਸ ਦਾ ਸੌਦਾਗਰ	威尼斯商人
ਮਾਲਦੀਵੀ ਰੁਫ਼ੀਆ	馬爾地夫拉菲亞
ਕਚੂਰ	莪术
ਡਾਕਟਰ ਜ਼ਿਵਾਗੋ	齊瓦哥醫生
ਹੱਕਾਰੀ	哈卡里
ਕੋਰੁਮ	喬魯姆
ਕਿਰਕਲਾਲੇਰੀ	克爾克拉雷利
ਸੰਧੀ (ਵਿਆਕਰਨ)	连音
ਨਿਸ਼ਾਨੇਬਾਜ਼ੀ	射擊運動
ਲੂਸ਼ੰਜੇ ਜ਼ਿਲਾ	盧辛耶區
ਪੂਕੇ ਜ਼ਿਲਾ	普克區
ਲਿਬਰਾਝਡ ਜ਼ਿਲਾ	利布拉德區
੨੦੦੮ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਬੈਡਮਿੰਟਨ	2008年夏季奧林匹克運動會羽毛球比賽
ਹਸ ਜ਼ਿਲਾ	哈斯區
ਤੰਤੂ ਵਿਗਿਆਨ	神经科学
ਅਮਸਤੱਰਦਮ ਅਰੇਨਾ	阿姆斯特丹竞技场
ਬੋਹੀਮੀਅਨਵਾਦ	波希米亞主義
ਨਿਕਾਰਾਗੁਆਈ ਕੋਰਦੋਬਾ	尼加拉瓜科多巴
ਹੁਆਂਬੋ	万博
ਕਟਕ	克塔克
ਗੁਆਤੇਮਾਲਾਈ ਕੇਤਸਾਲ	瓜地馬拉格查爾
ਮੱਲਾਕਾਸਤਰ ਜ਼ਿਲਾ	馬拉卡斯特區
ਪੈਰਾਗੁਏਵੀ ਗੁਆਰਾਨੀ	巴拉圭瓜拉尼
ਸਾਫ਼ਟਵੇਅਰ ਲਾਇਸੰਸ	软件许可证
ਵਿੰਸੇਟ ਕਾਲਦੇਰੋਨ ਸਟੇਡੀਅਮ	比森特·卡尔德隆球场
ਮਾਰਟਿਨ ਜਾਨ ਐਵੰਸ	马丁·埃文斯
ਮਹਿਮੂਦ ਦਰਵੇਸ਼	馬哈茂德·達爾維什
ਮੁਹੰਮਦ ਨਜੀਬਉੱਲਾ	穆罕默德·纳吉布拉
ਸ਼ਿਲਾਂਗ	西隆
ਆਰਥਿਕ ਬੁਲਬਲਾ	泡沫经济
ਡੱਬਾਬੰਦੀ	包裝
ਕਾਸਾ ਮੀਲਾ	米拉之家
ਸਿਆਲ ਸੰਗਰਾਂਦ	冬至
ਡਜ਼ੇ (ਸਿਰਿਲਿਕ)	Ѕ
ਨਿਕੋਲਾਈ ਨੇਕਰਾਸੋਵ	尼古拉·阿列克谢耶维奇·涅克拉索夫
ਕਿਰਸੇਹਰ	克爾謝希爾
ਸਤੀ (ਪ੍ਰਥਾ)	娑提 (習俗)
ਇੰਫਾਲ	因帕爾
ਜੇਰਾ	勇氣
ਪਟਿਆਲਾ	伯蒂亚拉
ਚਮਚਾਰਾਜ	傀儡政權
ਸਤਾਦ ਦ ਖ਼ਾਂਸ	兰斯足球俱乐部
ਅਰਬੀ ਮਾਰੂਥਲ	阿拉伯沙漠
ਕਾਦੂਨਾ	卡杜納
ਹਿੰਡੋਲਾ	旋轉木馬
ਔਰਤ ਜਣਨ ਅੰਗ ਕੱਟ-ਵੱਢ	女性生殖器切割
ਜੰਗਬੰਦੀ	停火
ਕਰੋਸ਼ੀਆ	鉤針編織
ਨਾਈਨਟੀਨ ਏਟੀ-ਫ਼ੋਰ	一九八四
ਬਿੰਗੋਲ	賓格爾
ਨਵਾਂ ਤਾਇਵਾਨੀ ਡਾਲਰ	新臺幣
ਭਾਰਤ-ਚੀਨ ਜੰਗ	中印边境战争
ਈਬ੍ਰੋਸ ਸਟੇਡੀਅਮ	埃布羅克斯球場
ਉਚਾਈ	高度
ਜਲ੍ਹਿਆਂਵਾਲਾ ਬਾਗ ਹੱਤਿਆਕਾਂਡ	阿姆利则血案
ਫੀਏਰ ਜ਼ਿਲਾ	非夏爾區
ਤੋਲੂਕਾ	托卢卡
ਵਿਲੀਅਮ ਪੈੱਨ	威廉·佩恩
ਉਰੂਗੁਏਵੀ ਪੇਸੋ	烏拉圭比索
ਦੁਨੀਆ ਦੇ ਅਚੰਭੇ	世界七大奇迹
ਇੰਸਟਾਗਰਾਮ	Instagram
ਸੰਗੀਤ ਇਲਾਜ	音樂治療
ਜਿਰੋਕਾਸਤਰ ਜ਼ਿਲਾ	吉羅卡斯特區
ਜਮੈਕੀ ਡਾਲਰ	牙買加元
ਗਰਾੰਸ਼ ਜ਼ਿਲਾ	格蘭什區
ਸ਼ੇਰ ਦੀ ਖਾੜੀ	利翁灣
ਫਾਸ਼ੀਵਾਦ-ਵਿਰੋਧ	反法西斯主義
ਵੈਨੇਜ਼ੁਏਲਾ ਦੀ ਖਾੜੀ	委内瑞拉湾
ਦਾਨ ਖ਼ੁਆਨ	唐璜
ਪਨਾਮਾਈ ਬਾਲਬੋਆ	巴拿馬巴波亞
ਬਰਮੂਡਾਈ ਡਾਲਰ	百慕達元
ਮੂਲਾਂਸ਼	詞幹
ਬੁੱਧੂ	白痴 (小說)
ਕਿਲਮਾਰਨਕ ਫੁੱਟਬਾਲ ਕਲੱਬ	基马诺克足球俱乐部
ਪੰਜਾਬ ਵਾਈਡ ਏਰੀਆ ਨੈਟਵਰਕ ਪਰੋਜੈਕਟ ਪਵਨ (PAWAN) ਤੇ ਇਲੈਕਟ੍ਰਾਨਿਕ-ਗਵਰਨੈਂਸ	电子政务
ਤੀਨੋਸ	蒂诺斯岛
ਉੱਚ-ਪੱਧਰੀ ਪ੍ਰੋਗਰਾਮਿੰਗ ਭਾਸ਼ਾ	高级语言
ਮਿਖੇਲ ਸਲਤੀਕੋਵ-ਸ਼ਚੇਦਰਿਨ	米哈伊尔·叶夫格拉福维奇·萨尔蒂科夫-谢德林
ਬੇਬੁਰਤ	巴伊布爾特
ਕੂਸੋਵੇ ਜ਼ਿਲਾ	庫喬亞區
ਦੰਡਾਣੁ	芽孢桿菌屬
ਬੋਕੋ ਹਰਾਮ	博科圣地
ਮਹਾਂਨਗਰੀ ਫ਼ਰਾਂਸ	法國本土
ਇਕਲਿਪਸ (ਨਾਵਲ)	暮光之城：蝕
ਦ ਥ੍ਰੀ ਪੈਨੀ ਓਪੇਰਾ	三文钱的歌剧
ਜਾਂ-ਲਿਓਂ ਜੇਰੋਮ	讓-里奧·傑洛姆
ਨਤਾਸ਼ਾ ਰਿਚਰਡਸਨ	娜塔莎·李察遜
ਕੋਹਿਨੂਰ	光之山
ਅਰੁੰਧਤੀ ਰਾਏ	阿蘭達蒂·羅伊
ਹੈਦਰਾਬਾਦ	海得拉巴
ਮਨੋਵਿਗਿਆਨੀ	心理学家
ਗੁਇਆਨਵੀ ਡਾਲਰ	圭亞那元
ਅਕੋਲਾ	阿科拉
ਗੈਰ-ਗਲਪ	非虛構作品
ਬੀ ਐਫ ਸਕਿਨਰ	伯尔赫斯·弗雷德里克·斯金纳
ਨੰਦਾ ਦੇਵੀ ਪਹਾੜ	楠达德维山
ਕੌਮੀ ਤਰਾਨਾ	保佑神圣的土地
ਜਾਨ ਡਰਾਈਡਨ	约翰·德莱顿
ਕੁਦਰਤੀ ਇਲਾਜ	自然醫學
ਟੇਡੀ ਬੇਅਰ	泰迪熊
ਹੈਨੋਈ ਦਾ ਸਤੰਭ	汉诺塔
ਸਾਇਲੋਰ ਅਨਾਜ ਭੰਡਾਰਣ ਪ੍ਰਣਾਲੀ	筒仓
ਊਬੁੰਟੂ (ਫ਼ਲਸਫ਼ਾ)	乌班图
ਪਾਲ ਵਾਕਰ	保羅·沃克
ਅਮਾਨੀਟਾ	鵝膏菌屬
ਵਿਗਿਆਨਕ ਇਨਕਲਾਬ	科学革命
ਹੇ ਮਾਰਕੀਟ ਕਾਂਡ	干草市场暴乱
ਤੇਲ-ਸੋਧਕ ਕਾਰਖ਼ਾਨਾ	煉油廠
ਨਿਕੋਸ ਕਜ਼ਾਨਜ਼ਾਕਸ	尼可斯·卡赞扎基斯
ਸਟੇਡੀਓ ਓਲੰਪਿਕੋ ਦੀ ਟੋਰਿਨੋ	都灵奥林匹克体育场
ਪਣਜੀ	帕纳吉
ਜੇਹਲਮ ਦਰਿਆ	杰赫勒姆河
ਨਾਟਕਕਾਰ	剧作家
ਐਮਿਲੀ ਗ੍ਰੀਨ ਬਾਲਚ	爱米莉·巴尔奇
ਮੋਟਾ ਅਹਾਰ	膳食纖維
ਰਿਚਰਡ ਰੋਰਟੀ	理查德·罗蒂
ਵੈਦਿਕ ਕਾਲ	吠陀文化
ਹੱਕਲਬਰੀ ਫ਼ਿਨ ਦੇ ਕਾਰਨਾਮੇ	頑童歷險記
ਝੱਗ	泡沫
ਨਾਦੇਜ਼ਦਾ ਕਰੁਪਸਕਾਇਆ	娜杰日达·康斯坦丁诺芙娜·克鲁普斯卡娅
ਹਿੰਦ-ਯੂਨਾਨੀ ਰਾਜ	印度-希臘王國
ਜੂਲੀਅਸ ਸੀਜ਼ਰ (ਨਾਟਕ)	凱撒大帝 (戲劇)
ਕਾਂਦੀਦ	憨第德
ਮੁੱਖ ਪਾਤਰ	主人公
ਕੈੱਲਟਿਕ ਪਾਰਕ	凯尔特人公园球场
ਅਪਟਨ ਸਿੰਕਲੇਅਰ	厄普顿·辛克莱
ਕਵੇਰੀ ਦਰਿਆ	高韦里河
ਮਦਰਵੈੱਲ ਫੁੱਟਬਾਲ ਕਲੱਬ	马瑟韦尔足球俱乐部
ਲਾਜਵਰਦ	青金石
ਟੋਬੀਆਸ ਮਿਕੇਲ ਆਰੇਲ ਆਸਰ	托比亚斯·阿赛尔
ਚਨਾਬ ਦਰਿਆ	奇納布河
ਹਰਸ	戒日王朝
ਦਾ ਟਵਾਈਲਾਈਟ ਸਾਗਾ: ਇਕਲਿਪਸ (ਫ਼ਿਲਮ)	暮光之城3：蝕
ਕਥਾਨਕ	情節
ਸ਼ਾਹਰਾਹ ਕਰਾਕੁਰਮ	喀喇昆仑公路
ਖਾੜੀ ਦੇ ਅਰਬ ਦੇਸ਼ਾਂ ਦੀ ਸਹਿਕਾਰਤਾ ਪ੍ਰੀਸ਼ਦ	海湾阿拉伯国家合作委员会
ਸਵੈਘਾਤੀ ਹਮਲਾ	自殺攻擊
ਡਾਕਟਰ ਜੈਕਿਲ ਐਂਡ ਮਿਸਟਰ ਹਾਈਡ	化身博士
ਵਸਨੀਕੀ ਨਾਂ	区域居民称谓词
ਪਿਚੋਰਾ ਸਮੁੰਦਰ	伯朝拉海
ਲਿਓਨ ਬਰਗੇਅਸ	莱昂·布儒瓦
ਜਾਰਜ ਗੁਰਜੀਏਫ	喬治·伊凡諾維奇·葛吉夫
ਓਕੇ	OK
ਫੁੱਲਾਂ ਦੀ ਮੱਖੀ	食蚜蝇
ਛੱਬੀ ਜੁਲਾਈ ਅੰਦੋਲਨ	七二六運動
ਮੋਰਾਰਜੀ ਦੇਸਾਈ	莫拉尔吉·德赛
ਸਰੀਰਕ ਕਸਰਤ	體能鍛煉
ਫ਼ਲਕਿਰਕ ਫੁੱਟਬਾਲ ਕਲੱਬ	法尔科克足球俱乐部
ਪੋਂਜ਼ੀ ਸਕੀਮ	龐茲騙局
ਪਾਏਦਾਰੀ	可持續性
ਗੁਲਾਬ ਇਨਕਲਾਬ	玫瑰革命
ਦਲਿਤ	贱民 (印度)
ਗ੍ਰੇਟ ਐਕਸਪੈਕਟੇਸ਼ਨਜ਼	远大前程
ਇਸਕਰਾ	火星报
