Աֆրիկա	非洲
Սալիվան շրջան (Ինդիանա)	沙利文縣 (印地安納州)
Մորալեդա դե Սաֆայոնա	莫拉莱达德萨法伊奥纳
(8594) Էլբիֆրոնս	小行星8594
(9468) Բրյուեր	小行星9468
Մթնոլորտային էլեկտրականություն	大气电学
Դրանսդորֆ	德拉恩斯多夫
Հայլսբրոն	海尔斯布龙
Աստերոիդների ցանկ (53601-53700)	小行星列表/53601-53700
Դանիելս շրջան (Մոնտանա)	丹尼爾斯縣
Վիետնամի կոմունիստական կուսակցություն	越南共产党
Սալոբրենիա	萨洛夫雷尼亚
Կենտար (քաղաք)	肯塔尔
Պետշտադտ	佩茨塔特
Ձեթ	食用油
(3731) Հենկոկ	小行星3731
Մախադաոնդա	马哈达翁达
Ափիոնատիպ նյութեր	鴉片類藥物
Բադ Ֆրայենվալդե	巴特弗赖恩瓦尔德
Բենգալերեն Վիքիպեդիա	孟加拉語維基百科
(5795) Ռոշչինա	小行星5795
85 (թիվ)	85
10000 (թիվ)	10000
Կասասբուենաս	卡萨斯武埃纳斯
(5708) Մելանխոլիա	小行星5708
Յոժեֆ Սիգետի	約瑟夫·西格提
Ներմետաղական միացություններ	金屬互化物
(2401) Աելիտա	小行星2401
Շախմատային օլիմպիադա	國際象棋奧林匹克
Սընգ Րի	勝利 (歌手)
(9333) Հիրաիմասա	小行星9333
(5978) Կամինոկունի	小行星5978
(3289) Միտանի	小行星3289
Դուիլ շրջան (Նեբրասկա)	杜爾縣 (內布拉斯加州)
Լոս Պալասիոս ի Վիլյաֆրանկա	洛斯帕拉西奥西维利亚夫兰卡
Հելլենիզմի դարաշրջան	希臘化時代
Ռոբերտո Կառլոս	罗伯托·卡洛斯
(5756) Վասսենբերգ	小行星5756
(6109) Բալսեյրո	小行星6109
(8164) Անդրեասդոպլեր	小行星8164
(2182) Սեմիրոտ	小行星2182
(3765) Տեքսարու	小行星3765
Շենկենբերգ (Ուկերմարկ)	申肯贝格
(4608) Վոդհաուս	小行星4608
ՆՍՎԳ-12.7	NSV重機槍
Լիվինգստոն շրջան (Իլինոյս)	利文斯頓縣 (伊利諾伊州)
(9168) Սարով	小行星9168
Ալեքսանդր Սումարոկով	亞歷山大·蘇馬羅科夫
Մարդու աչք	人眼
Քերոլ շրջան (Այովա)	卡洛爾縣 (愛阿華州)
(5285) Կրեթոն	小行星5285
(6435) Դեյվռեսս	小行星6435
1-ին քրոմոսոմ (մարդ)	1號染色體
Բելինգհեմ	贝灵厄姆 (华盛顿州)
(6292) 1986 QQ2	小行星6292
(6046) 1991 RF14	小行星6046
(3535) Դիտե	小行星3535
Միխայիլ Տիխոնրավով	米哈伊尔·吉洪拉沃夫
(7054) Բրեհմ	小行星7054
Լորենցի կոր	劳伦茨曲线
Ռոա	罗阿 (布尔戈斯省)
(8788) Լեբեյրե	小行星8788
Ամերդինգեն	阿梅尔丁根
Նևշեհիր (նահանգ)	内夫谢希尔省
Շթամսրիդ	施塔姆斯里德
(9620) Էրիկայդլ	小行星9620
Նիմբուրկ	寧布爾克
128 (թիվ)	128
Դանկլին շրջան (Միսսուրի)	鄧克林縣 (密蘇里州)
(7543) Պրիլիս	小行星7543
Թուրքիայի տնտեսություն	土耳其經濟
(7204) Օնդրեյով	小行星7204
Էմերկինգեն	埃梅尔金根
(6880) Հայամիրու	小行星6880
Բրենդ	品牌
Էլ Մադրոնիո	埃尔马德罗尼奥
(7921) Հյուբներ	小行星7921
(9069) Հովլանդ	小行星9069
Նոյբրուն (Ներքին Ֆրանկոնիա)	新布伦
(2070) Հյումասոն	小行星2070
Եվրոպական ուսանողների ֆորում	歐洲學生協會
Շահերի խմբեր	倡导团体
(8828) 1988 RC7	小行星8828
Շելբի շրջան (Ինդիանա)	謝爾比縣 (印地安納州)
Թի Դի Գարդեն	TD花园
Չիքո	奇科 (加利福尼亚州)
Կոլեկտիվ բանականություն	集體智慧
(2772) Դուգան	小行星2772
Դյուզջեի նահանգ	迪兹杰省
(9373) Համրա	小行星9373
(4796) Լյուիս	小行星4796
Օլշտադ	奥尔斯塔特
Ջորջ Վաշինգտոն համալսարան	喬治華盛頓大學
Կալաշնիկովի ձևափոխված ավտոմատ	AKM突擊步槍
Վալերի Կուբասով	瓦列里·库巴索夫
27 (թիվ)	27
Ալթ Տուխեբանդ	阿尔特图黑班德
Ալտ Զաուխե Վուսվերկ	阿尔特曹黑-武斯韦尔克
Կիլոն	库伦 (古希腊人物)
.eh	.eh
Մա Յուան	马远
Բրյուս Մակկենդելս	布鲁斯·麦克坎德雷斯
.sj	.sj
.yu	.yu
.bv	.bv
Տադահիրո Նոմուրա	野村忠宏
.gb	.gb
.tp	.tp
.um	.um
Գեորգի Շոնին	格奥尔基·绍宁
Արաբական դիցաբանություն	阿拉伯神話
.zr	.zr
35 (թիվ)	35
Լյուդվիգ Մինկուս	路德维希·明库斯
Ալթայ (քաղաք, Չինաստան)	阿勒泰市
Էդուարդ Տուբին	爱德华·图宾
Ալտդյոբերն	阿尔德贝尔恩
.dd	.dd
64 (թիվ)	64
99 (թիվ)	99
Ապաթարց	撇号
Ալտենմյունստեր	阿尔滕明斯特尔
BTW	BTW
Գուգլի ծառայությունների ցանկ	Google产品列表
Սերգեյ Սազոնով	謝爾蓋·薩宗諾夫
Էստոնիայի հանրային հեռուստառադիոհաղորդակցության ընկերություն	愛沙尼亞公共廣播
Ֆիլիբեր Դելորմ	菲利贝尔·德洛姆
(6178) 1986 DA	小行星6178
Էրիկ Սպոելստրա	埃里克·斯波尔斯特拉
(9172) Աբրամու	小行星9172
Ալի Դիվանդարի	阿里·蒂凡达维
Յուրա Մովսիսյան	乌亚·摩域斯恩
Շոն Բափթիսթ Բրեդի	肖恩·布雷迪
Անդրես Ռոդրիգես	安德烈斯·罗德里格斯
(5879) Ալմերիա	小行星5879
Ալեքսանդր Բազմավեպ	亚历山大·波里希斯托
Ալտյունտենդորֆ	阿尔蒂滕多夫
Շիբասաբուրո Կիտազատո	北里柴三郎
Ալտլանդսբերգ	阿尔特兰茨贝格
Ալ Ջեֆերսոն	艾尔·杰弗逊
Ալտմանշտայն	阿尔特曼斯泰因
Կևին Կոնստան	凯文·康斯坦
Թոնի Ալեն (բասկետբոլիստ)	托尼·阿伦
Վալերիան Կույբիշև	瓦列里安·弗拉基米罗维奇·古比雪夫
Ալտոմյունսթեր	阿尔托明斯特
Ջեսիկա Մաուբոյ	杰西卡·麦尔白
Տիրշտայն (Ֆիխտել)	蒂尔斯泰因
Պատ (այլ կիրառումներ)	毛厄
Սեզար Բալդաչինի	凱撒·巴達奇尼
Ջեյմս Ֆերգյուսոն	詹姆斯·弗格森 (天文学家)
Էրիկ Ցան	曾志偉
Վան Յուե	王玥
Քենեթ Լեյ	肯尼思·萊
108 (թիվ)	108
101 (թիվ)	101
Ալտուսրիդ	阿尔图斯里德
Էդդի Քըրրի	埃迪·科里
Ելենա Բոներ	葉連娜·邦納
Եգիպտական դիցաբանություն	埃及神话
Լինդեն Էշբի	林登·阿什比
Ալուպկա (քաղաք, Ուկրաինա)	阿盧普卡
Կատեգորիա:Պատմություն ըստ թեմաների	Category:各種主題的歷史
Կատեգորիա:Ճարտարապետության պատմություն	Category:建筑史
Կատեգորիա:Ռազմական պատմություն	Category:軍事史
Ջեքսոն շրջան (Օրեգոն)	傑克遜縣 (俄勒岡州)
Մուլտնոմա շրջան (Օրեգոն)	姆尔特诺默县
Էդուարդ Ալեքսանդր Մաք Դաուել	爱德华·麦克道威尔
Կրեսիլաս Կիդոնացի	克勒西拉斯
Ֆրանցիսկոս (Հռոմի պապ)	方濟各 (教宗)
Ալցենաու	阿尔策瑙
Ալախար	阿拉哈尔
Իվան Վինոգրադով	伊萬·維諾格拉多夫
Ամ Մելենզե	阿姆梅伦塞
Կարել Հավլիչեկ-Բորովսկի	卡雷尔·波罗弗斯基
Կոլեկտիվ պայմանագիր	集體協商
Գլոցում	轧制
Բիաթա Փօզնիաք	贝娅塔·波兹尼亚克
Ցութոմու Սեքի	關勉
Կանանց միջազգային դեմոկրատական ֆեդերացիա	国际民主妇女联合会
Սմուրֆիկներ (մուլտֆիլմ)	蓝精灵 (电影)
Էռնեստո Լակլաու	厄尼斯特·拉克劳
Կոնվեյեր	裝配線
Նիկոլայ Իգնատև	尼古拉·伊格那提耶夫
Անտուան Գրիզման	安东尼·格里兹曼
Նորդվեյկ (համայնք)	諾德韋克
Էրվին Չարգաֆ	埃爾文·查戈夫
Չեմպիոնների Լիգա 2002-2003	2002–03年歐洲冠軍聯賽
Չեմպիոնների Լիգա 2000-2001	2000–01年歐洲冠軍聯賽
Դավիդե Աստորի	戴維德·阿斯托里
Դեմար Դերոզան	德玛尔·德罗赞
Ամբրոլաուր	安布羅勞里
Պրեմիեր Լիգա 2004-05 (Անգլիա)	2004–05賽季英格蘭超級聯賽
Վեստմինստերյան կամուրջ	西敏橋
Գոցե Դելչև	戈采代爾切夫
Գիլյեն դե Կաստրո	纪廉·德·卡斯特罗
Պալանտոս	帕拉斯
ԲԿՄԱ Մոսկվա (բասկետբոլ)	莫斯科中央陸軍籃球俱樂部
Ջեբրաիլի շրջան (Ադրբեջանական ԽՍՀ)	傑布拉伊爾區
Դաշկեսանի շրջան	達什卡桑區
Քարվաճառի շրջան (Ադրբեջանական ԽՍՀ)	克爾巴賈爾區
Ամբիտե	安维特
Իսլամական բանկային համակարգ	伊斯蘭銀行
Դաշնության Ժողով	俄羅斯聯邦會議
Չիրո Իմմոբիլե	奇罗·因莫比莱
(999) Ցախիա	小行星999
Բվիկներ	夜蛾科
Լա Սիլայի աստղադիտարան	拉西拉天文台
Ֆերնանդինյո	費蘭甸奴
Ջեսսի Կարմայքլ	傑西·卡麥可
Գրականագիտություն	文学理论
Բրայան Սկալաբրինի	布萊恩·斯卡拉布萊恩
Պտղոմեոսի թեորեմ	托勒密定理
The Script	手創樂團
Դիեգո Կոստա	迪亞高·達施華·哥斯達
Ռոտումա	罗图马
Սթիվեն Ջերարդ	史提芬·謝拉特
Ալեքսանդրոս Մավրոկորդատոս	亚历山德罗斯·马夫罗科扎托斯
Խուան Մարսե	胡安·马塞
Գեորգե Մուրեշան	乔治·穆雷桑
Բրուք Լոպեզ	布鲁克·洛佩斯
Դեղնափոր գեղգեղիկ	暗绿柳莺
Վատ տղաները	絕地戰警
Պիկվիկյան ակումբի հետմահու հուշերը	匹克威克外传
Կեսոնային հիվանդություն	減壓症
Նոու-հաու	过程性知识
Լանգտոնի մրջյուն	兰顿蚂蚁
Բեդում (համայնք)	贝德姆
Բիբ շրջան	比伯县 (亚拉巴马州)
Շոտլանդիայի վարչական բաժանում	苏格兰行政区划
Փարիզյան աստղադիտարան	巴黎天文台
Թի Ջեյ Ֆորդ	T·J·福特
Ատլանտա Բրեյվզ	亞特蘭大勇士
Լիկի աստղադիտարան	利克天文台
Կարիճների արքան	魔蝎大帝
Բժշկական բաժակներ	拔罐
Էբոնիտ	硬膠
Société Radio-Canada	加拿大廣播公司
Հիդրատներ	水合物
Սողք	蠕变
Շանհայի մետրոպոլիտեն	上海地铁
Հիմարը և ավելի հիմարը	阿呆与阿瓜
Ծանր հարձակվող (բասկետբոլ)	大前锋
Արևմտյան վարչական շրջան	西行政区 (莫斯科)
Թաթարստանի դրոշ	韃靼斯坦共和國國旗
Բրիլե	布里勒
Անտիոքոս Ա Կոմմագենացի	安條克一世 (科馬基尼)
ԱՄՆ կղզային տարածքներ	島嶼地區
Մեհդի Բենատիա	迈赫迪·贝纳蒂亚
Կորիոլան (ողբերգություն)	科利奧蘭納斯
Ալեքսանդր Հարությունյան	亚历山大·格里戈里耶维奇·阿鲁秋年
Ռոմեո + Ջուլիետա	羅密歐與茱麗葉之後現代激情篇
Կոտանտեն	科唐坦半島
Սյուզերեն	宗主权
Բրայան Կոքս	布萊恩·考克斯 (物理學家)
Բրոդվեյական մեղեդի	红伶秘史
Honda Accord	本田雅阁
Պլեյոնե	普勒俄涅
Էգոցենտրիզմ	自我中心主義
(229) Ադելինդա	小行星229
Ամերիկյան տնտեսական ասոցիացիա	美國經濟學會
Անիսկական ինտեգրալներ	反常積分
Ցանկություններով կուրացածը (ֆիլմ, 2000)	魔女搵老襯
Դուրա-Եվրոպոս	杜拉歐羅普斯
Դեմարկուս Քազընս	德马库斯·考辛斯
Ֆասիլ Ղեբի	法西尔盖比
Ռապսոդիա	狂想曲
Չղջիկ (օպերետ)	蝙蝠 (歌剧)
Վինձոր	溫莎 (伯克郡)
Աստորգա	阿斯托尔加
Ալմադեն (քաղաք)	阿尔马登
Բրոդի (քաղաք, Ուկրաինա)	布羅德
Շիցզին	诗经
Վարիստոր	壓敏電阻
Հասարակական կապերի ամերիկա-իսրայելական կոմիտե	美国以色列公共事务委员会
Հարավային Կորդոֆան	南科尔多凡州
Մոմոս	摩墨斯
Սեչենյիի շղթայակապ կամուրջ	塞切尼鏈橋
Նյուրնբերգի մայսթերզինգերները	纽伦堡的名歌手
Կորիզաթաղանթ	核膜
Շվանի բջիջ	施旺細胞
Լոլա Ֆորներ	劳拉·福纳
Դիկե	狄刻
Էթել Լիլիան Վոյնիչ	艾捷尔·丽莲·伏尼契
Երեխայի իրավունքների հռչակագիր	兒童權利公約
Reebok	锐步
Իսպանական ճնճղուկ	黑胸麻雀
Դացիտ	英安岩
Տրուդոս լեռնաշղթա	特罗多斯山
Մաունթ Վիլսոնի աստղադիտարան	威尔逊山天文台
Ստակկատո	斷音
Հնդկական գիր	婆罗米系文字
Դեմպինգ	傾銷
Հաղորդալարի ամերիկյան տրամաչափ	美国线规
Pro Evolution Soccer (շարք)	胜利十一人系列
Վետլուգա (գետ)	韋特盧加河
Ռոբին Թիք	罗宾·西克
Ամերիկանո	阿美利加諾
Վարիկապ	變容二極體
Ռոբերտո Օրսի	罗伯托·奥利奇
Խորոգ	霍羅格
Միելոմա	多發性骨髓瘤
Օժտվածություն	資優
Վլադիմիր Մարկովնիկով	弗拉基米尔·瓦西里耶维奇·马尔科夫尼科夫
Վենիամին Կավերին	韦尼阿明·亚历山德罗维奇·卡维林
Մանսիներ	曼西人
Կրիպտոգրաֆիայի պատմություն	密码学历史
Անդրեա Սանտա Կրուս	安德烈斯·德·桑塔·克鲁斯
Երկրաչափական օպտիկա	几何光学
Ալեքսանդր Մատրոսով	亚历山大·马特洛索夫
Կի Նո Ցուրայուկի	紀貫之
Անդրե Դեբյերն	安德烈-路易·德比埃尔内
Հայցվոր	原告
Մայամի Դեյդ շրջան (Ֆլորիդա)	迈阿密-戴德县
Ֆաբիո Սիմպլիսիո	法比奧·森比斯奧
Ռեվերբերացիա	混響
(179) Կլիտեմնեստրա	戕后星
Ներգալ	内尔伽勒
Ալիբի	不在场证明
Կարմեի խումբ	加爾尼群
Պլանկի միավորներ	普朗克單位制
Բեյրութի ամերիկյան համալսարան	贝鲁特美国大学
Սուվաննա Ֆումա	梭发那·富马亲王
Ջո Մանգանելո	喬·曼根尼羅
Ստոյա	史托雅
Մոչի	麻糬
Ամգուն (գետ)	阿姆貢河
Պալադին	聖騎士
Կործանողը	越空狂龍
Խորհրդավոր կղզին	神秘岛 (小说)
Պատրիկ Ֆիորի	帕特里克·菲奧里
Շոտլանդիայի պատմություն	苏格兰历史
Պյոտր Լեբեդև	彼得·列別捷夫
Սիցիլիական ժամերգություն (օպերա)	西西里晚禱 (歌劇)
Հեմոլիզ	溶血反應
Ժամանակի համառոտ պատմություն	时间简史
Գլիսանդո	滑音
Հովսեփ	约瑟夫 (男名)
Մեգապոլիս	大都市帶
Ֆանտաստիկ ֆիլմ	科幻电影
FutureSex/LoveSounds	愛 未來式
Ամիրանտյան կղզիներ	阿米蘭特群島
Թարգմանչուհին	翻译风波
Տրոյացիներ (օպերա)	特洛伊人
Ամիսթադ (ֆիլմ)	勇者無懼 (電影)
Սկաֆանդրը և թիթեռը (ֆիլմ)	潛水鐘與蝴蝶 (電影)
Ալխետե	阿尔赫特
Կրետինիզմ	先天性碘缺乏症候群
153 (թիվ)	153
Վինիպեգ Ջեթս	溫尼伯噴射機隊
The King of Limbs	肢解树王
Գանգի տրեպանացիա	頭部穿孔
Տարածություն (մաթեմատիկա)	空间 (数学)
Խորանարդային համակարգ	立方晶系
Ամերտալ	阿梅尔塔尔
Թեյլոր շրջան (Կենտուկի)	泰勒縣 (肯塔基州)
1848-1849 թվականների հունգարական հեղափոխություն և ազատագրական պայքար	1848年匈牙利革命
Օտարերկրյա քաղաքացի	外國人
Ամնիոն	羊膜
Համաշխարհային տնտեսություն	世界經濟
Զանգվածային սպանություններ Կոլումբայնի ավագ դպրոցում	科倫拜校園事件
Աշխարհի հիշողություն	世界记忆计划
Vevo	VEVO
Բնության հատուկ պահպանվող տարածքներ	保护区
Ճառագայթային աղտոտում	放射性落下灰
Տանկետ	小戰車
Ամորեբիետա Էչանո	阿莫雷维耶塔-埃特克萨诺
Նարնիայի ժամանակագրություններ. Լուսաբացի նվաճողը	納尼亞傳奇：黎明行者號
Ավելին, քան սեքսը	飯飯之交
Պոեմ	叙事诗
Վիշապի դաջվածքով աղջիկը (ֆիլմ, 2011)	龍紋身的女孩 (2011年電影)
Heapsort	堆排序
Հրարվեստ	烟火制造术
Ագրեսիա (քաղաքականություն)	侵略战争
Համագործակցային ծրագրեր	群件
Ծարավ	口渴
Սեմինոլներ	塞米諾爾人
