આફ્રિકા	非洲
પૂર્વ સિક્કિમ જિલ્લો	东锡金县
સાબરકાંઠા જિલ્લો	萨巴坎塔县
ગાંધીનગર જિલ્લો	甘地讷格尔县
લખનૌ જિલ્લો	勒克瑙縣
મથુરા જિલ્લો	馬圖拉縣
અલ્હાબાદ જિલ્લો	安拉阿巴德縣
એટા જિલ્લો	埃塔縣
ઉત્તરકાશી જિલ્લો	北卡什县
ગાજિયાબાદ જિલ્લો	加兹阿巴德县
મોતિહારી	莫蒂哈里
પંચમહાલ જિલ્લો	潘奇马哈斯县
નુહ	努哈
ઉત્તર સિક્કિમ જિલ્લો	北锡金县
મુરૈના	莫雷纳
ગૌતમ બુદ્ધ નગર જિલ્લો	乔达摩菩提那加尔县
આત્માની ઊંઘ	灵魂睡眠
નર્મદા જિલ્લો	那尔马达县
ભોપાલ જિલ્લો	博帕尔县
પલામૂ જિલ્લો	帕拉木县
સોલાપૂર જિલ્લો	紹拉布爾縣
ચંદ્રપૂર જિલ્લો	錢德拉布爾縣
જલગાંવ જિલ્લો	賈爾岡縣
નૈનિતાલ જિલ્લો	奈尼塔爾縣
કોલ્હાપૂર જિલ્લો	戈爾哈布爾縣
સુરત જિલ્લો	苏拉特县
સહરાનપુર જિલ્લો	薩哈蘭普爾縣
પુના જિલ્લો	浦那縣
જુનાગઢ જિલ્લો	居那加德县
નવસારી જિલ્લો	瑙萨里县
બાગપત જિલ્લો	巴格帕特县
ચમોલી જિલ્લો	杰莫利县
બરેલી જિલ્લો	巴雷利縣
ધુલિયા જિલ્લો	杜利亞縣
જાંબલી શક્કરખરો	紫色蜜鸟
ગડચિરોલી જિલ્લો	加德奇羅利縣
યવતમાળ જિલ્લો	亞瓦特馬爾縣
વાશીમ જિલ્લો	瓦辛姆縣
જાલના જિલ્લો	賈爾納縣
દક્ષિણ સિક્કિમ જિલ્લો	南錫金縣
રુદ્રપ્રયાગ જિલ્લો	鲁德勒布勒亚格县
અલમોડા જિલ્લો	阿爾莫拉縣
સરગુજા જિલ્લો	蘇古賈縣
ઉધમસિંગ નગર જિલ્લો	烏但辛那加縣
નુઆપડા	努瓦帕達縣
ઔરૈયા જિલ્લો	奧萊亞縣
સીતાપુર જિલ્લો	錫塔布爾縣
બહરૈચ જિલ્લો	巴赫賴奇縣
શાહજહાંપુર જિલ્લો	沙賈漢布爾縣
મહોબા	马霍巴
મહામયાનગર જિલ્લો	哈特拉斯縣
રાયસેન જિલ્લો	赖森县
રાજકોટ જિલ્લો	拉杰果德县
વિદિશા જિલ્લો	维迪沙县
પાટણ જિલ્લો	帕坦县
ઇટાવા જિલ્લો	埃塔瓦縣
બાગેશ્વર જિલ્લો	巴盖什沃尔县
મહોબા જિલ્લો	馬奧巴縣
રામપુર જિલ્લો	蘭浦爾縣
સિદ્ધાર્થનગર જિલ્લો	錫達特那加爾縣
દેહરાદૂન જિલ્લો	台拉登县
ગુડગાંવ જિલ્લો	古尔加翁县
હિસાર જિલ્લો	希薩爾縣
મૈનપુરી જિલ્લો	曼普里縣
શ્રીહરિકોટા	斯里赫里戈达岛
રાજપીપલા	拉杰皮普拉
પુરી જિલ્લો	普里縣
જલંધર જિલ્લો	賈郎達爾縣
સઇહા જિલ્લો	賽哈縣
ઇમ્ફાલ પશ્ચિમ જિલ્લો	西因帕爾縣
રાજગઢ જિલ્લો	拉吉加尔县
કુશીનગર જિલ્લો	克什那加爾縣
બિન-વેધક મૈથુન	非插入式性行為
અક્ષરધામ (દિલ્હી)	阿克萨达姆神庙
ભિવાની જિલ્લો	比瓦尼縣
અનિદ્રા	失眠
મંદસૌર જિલ્લો	曼德騷縣
યમુનાનગર જિલ્લો	雅姆納納加爾縣
રી ભોઇ જિલ્લો	日北縣
અમરોહા જિલ્લો	阿姆羅哈縣
મંડી જિલ્લો	門迪縣
ફાર્રુખાબાદ જિલ્લો	法魯卡巴德縣
પંચકુલા જિલ્લો	潘切庫拉縣
કળથી	硬皮豆
બારામૂલા જિલ્લો	巴拉穆拉縣
મયુરભંજ જિલ્લો	馬尤布漢傑縣
સિંગાપુરી ચેરી	文定果属
શાલીગ્રામ	萨利格拉姆
ઓંગોલે	奥恩戈莱
જયંતિયા હિલ્સ જિલ્લો	詹塔山縣
લેહ જિલ્લો	列城县
શિમલા જિલ્લો	西姆拉县
નવસારી	瑙萨里
રાયગઢ	赖加尔
રત્નાગિરી	拉特纳吉里
ઝાબુઆ	贾布阿
મંદસૌર	曼德绍尔
મહેસાણા	马赫萨纳
રાણીખેત	拉尼凯特
મહુવા	马胡瓦
ડેલહાઉઝી	达尔霍乌西耶
સમસ્તીપુર	萨马斯蒂普尔
લખીસરાય	拉基萨赖
કવર્ધા	卡瓦尔达
મધેપુરા	马德普拉
રતાળુ	参薯
આર્વી (વર્ધા)	阿尔维
સરખેજ ઓકાફ	萨尔凯杰-奥卡夫
જોરહટ જિલ્લો	乔尔哈特
ગોંડા જિલ્લો	貢達縣
ઉન્નાવ જિલ્લો	溫瑙縣
ઝાંસી જિલ્લો	詹西縣
ઉધમપુર	乌达姆普尔
હજારીબાગ જિલ્લો	哈扎里巴縣
પિથોરગઢ જિલ્લો	比托拉格尔县
સંત કબીર નગર જિલ્લો	聖卡比爾那加爾縣
શ્રાવસ્તી જિલ્લો	謝拉瓦斯蒂縣
ચિખલી	奇克利
સંગરુર જિલ્લો	桑魯爾縣
વલસાડ જિલ્લો	瓦尔萨德县
મોગા જિલ્લો	莫加縣
કૌશમ્બી જિલ્લો	考夏姆比縣
ગજપતિ જિલ્લો	加賈帕提縣
ઉધમપુર જિલ્લો	乌德汉普尔县
ઐઝવાલ જિલ્લો	艾藻爾縣
લલિતપુર જિલ્લો	拉利特普爾縣
કોલાસિબ જિલ્લો	科拉西布縣
લુન્ગલેઇ જિલ્લો	林雷縣
જમ્મુ જિલ્લો	查谟县
રાંચી જિલ્લો	蘭契縣
ઝાજ્જર જિલ્લો	加加爾縣
લોહરદગ્ગા જિલ્લો	洛哈達伽縣
લાતૂર જિલ્લો	拉杜爾縣
રાજનાંદગાંવ	拉杰纳恩德加奥恩
પંચમઢી	帕奇马尔希恰恩特特
કુપવાડા	库普瓦拉
ઉત્તરકાશી	乌塔尔卡斯希
ખરગોન	卡尔戈内
ચંબા	恰姆巴
દૌસા	道萨
રાજૌરી	拉乔里
હાજીપુર	哈吉普尔
સાસારામ	萨萨拉姆
સહરસા	萨哈尔萨
પશ્ચિમી સિંહભૂમ જિલ્લો	西新奔縣
વ્યારા	维亚拉
ચમ્ફાઇ જિલ્લો	昌派縣
ચતરા જિલ્લો	查特拉縣
શ્રેણી:સંદિગ્ધ શીર્ષક વાળાં પાનાં	Category:消歧义
બહેડો (વૃક્ષ)	毗黎勒
શ્રેણી:મનોવિજ્ઞાન	Category:心理学
છિન્દવાડા જિલ્લો	欽德瓦拉縣
સુગ્રીવ	須羯哩婆
ચાડિયો	稻草人
ભારત છોડો આંદોલન	退出印度运动
દશરથ	十車王
ફાલસા (વનસ્પતિ)	朴叶扁担杆
કોરબા	戈爾巴
જલાલપોર	贾拉尔波雷
જંબુસર	贾姆布萨尔
રાયગડ જિલ્લો	賴加德縣
મહેસાણા જિલ્લો	马赫萨那县
ઉત્તર દિનાજપુર જિલ્લો	北迪奈普县
બાલેશ્વર જિલ્લો	巴勒謝瓦縣
દેવાસ જિલ્લો	德瓦斯縣
દેવધર જિલ્લો	迪奧加爾縣
શિવપુરી	斯希沃普里
મોહાલી જિલ્લો	莫哈利縣
ત્યાગરાજ	蒂亚格拉贾
સત્યવતી	貞信
કૈકેયી	吉迦伊
માલદહ જિલ્લો	馬爾達縣
શ્રેયા ઘોષાલ	舒蕾亞·戈沙爾
રાધનપુર	拉达恩普尔
સિહોર, મધ્ય પ્રદેશ	塞霍雷
કેન્દ્રાપડા	肯德拉帕拉
ગ્વાલિયર જિલ્લો	瓜廖爾縣
નબરંગપુર	纳巴朗格阿普尔
પહલગામ	帕哈尔加姆
ઝાબુઆ જિલ્લો	賈布瓦縣
મુંબઈ ઉપનગરી જિલ્લો	孟買郊區縣
સાગર જિલ્લો	薩格爾縣
ખંડવા જિલ્લો	肯德瓦縣
શાહડોલ જિલ્લો	沙赫多爾縣
કોડરમા જિલ્લો	科達馬縣
પાનીપત જિલ્લો	帕尼帕特縣
ફરીદાબાદ જિલ્લો	費爾達巴德縣
હમીરપુર જિલ્લો	哈密爾普爾縣
સેરછિપ જિલ્લો	塞奇普縣
થૌબલ જિલ્લો	斗巴縣
લોન્ગતલાઇ જિલ્લો	隆特萊縣
અંબાલા જિલ્લો	安巴拉县
રુદ્રપ્રયાગ	鲁德拉普拉耶格
નંદરબાર	南杜尔巴尔
હિંગોલી જિલ્લો	辛戈利縣
મુક્તસર (પંજાબ)	穆克特萨尔
બેતુલ	贝图尔
જાજપુર જિલ્લો	賈賈普爾縣
કારગિલ	卡尔吉尔
બીરભૂમ જિલ્લો	比爾賓縣
બાંકુડા જિલ્લો	班庫拉縣
ઝારસુગડા	贾尔苏古达
કોલકાતા જિલ્લો	加爾各答縣
લખિમપુર	诺尔特拉基姆普尔
ચિત્રકૂટ જિલ્લો	奇特拉庫特縣
કાનપુર નગર જિલ્લો	坎瑙吉縣
કોરાપુટ	科拉普特
ગરુડ	鵰
ગાજીપુર જિલ્લો	加济布尔县
રાત્રિ સ્ખલન	遺精
ખંભાળિયા	卡姆巴利亚
ખારાઘોડા	卡拉戈达
બુરહાનપુર જિલ્લો	布爾漢布爾縣
કેન્દુઝર	肯杜贾尔
હરદા જિલ્લો	哈爾達縣
મોકોક્ચુન્ગ જિલ્લો	米科春縣
લુન્ગલેઇ	隆格莱伊
ધનુ રાશી	人马宫
મેવાત જિલ્લો	梅瓦特縣
સિવની જિલ્લો	西奧尼縣
મેરઠ પ્રાંત	密拉特专区
પાલેજ	帕莱杰
સાણંદ	萨纳恩德
થાન	唐格阿德
સીવાન	锡万
વલ્લભ વિદ્યાનગર	瓦尔拉布维迪亚纳加尔
માલપુર	马尔普尔
વિજાપુર	维贾普尔
ખેરાલુ	凯拉卢
મહાસમન્દ	马哈萨穆恩德
કુતિયાણા	库蒂耶纳
કોડીનાર	科迪纳尔
ધનબાદ જિલ્લો	但巴德縣
લુણાવાડા	卢纳瓦达
ઢાંચો:Lang-ta	Template:Lang-ta
સોનીપત જિલ્લો	索尼帕特縣
લાતેહાર જિલ્લો	拉特哈爾縣
અશોકનગર જિલ્લો	阿紹格訥格爾縣
સટાણા	萨塔纳
ગ્રામિણ કામરુપ જિલ્લો	坎如普縣
પાદરા	帕德拉
પૌડી	保里
કાલાવડ	卡拉瓦德
હરદ્વાર જિલ્લો	哈德瓦縣
ખરગોન જિલ્લો	克爾岡縣
રાયગઢ જિલ્લો	賴格爾縣
મૈનપુરી	迈恩普里
સિવની	塞奥尼
ટીકમગઢ	蒂卡姆加尔
શ્યોપુર	斯赫奥普尔
કિન્નોર જિલ્લો	金瑙爾縣
ગુમલા જિલ્લો	根拉縣
પાલમપુર	帕拉姆普尔
કરજણ	卡尔詹
કોરિયા જિલ્લો	科里亚县
રાયપુર જિલ્લો	賴布爾縣
બોકારો જિલ્લો	博卡羅縣
પાકુડ જિલ્લો	帕考縣
ફુલબાણી	普拉巴尼
સુન્દરગઢ જિલ્લો	松達加爾縣
કુપવાડા જિલ્લો	庫普瓦拉縣
ડોડા જિલ્લો	多达县
વાશીમ	瓦斯希姆
સિહોર જિલ્લો, મધ્ય પ્રદેશ	西奧爾縣
શિવપુરી જિલ્લો	希瓦普里縣
થૌબલ (મણિપુર)	托乌巴尔
અનૂપપુર જિલ્લો	阿努布爾縣
કોરબા જિલ્લો	科爾巴縣
રતલામ જિલ્લો	拉特蘭縣 (中央邦)
સેનાપતિ જિલ્લો	塞納珀蒂縣
તમેન્ગલોન્ગ જિલ્લો	達門龍縣
ઉના જિલ્લો	烏納縣
રેવાડી જિલ્લો	雷瓦利縣
ચંડેલ જિલ્લો	昌德爾縣
ગિરીડીહ જિલ્લો	基里迪縣
ગઢવા જિલ્લો	加瓦县
ઓબેરોય ટ્રાયડેંટ	奥布罗伊酒店
રાયગંજ	赖甘杰
ઉમેદ ભવન મહેલ	斋浦尔城市皇宫
મંગલદાઇ	芒格阿尔多伊
મન્ગન	曼甘
દક્ષિણ ૨૪ પરગણા જિલ્લો	南24區縣
કાંકેર જિલ્લો	坎克爾縣
કર્ણ પ્રયાગ	卡尔恩普拉耶格
મોડાસા	莫达萨
બરાન જિલ્લો	巴蘭縣
રુદ્રપુર	鲁德拉普尔
મોન જિલ્લો	蒙县 (印度)
ફલટણ	帕尔坦
સાંગરેડ્ડી	桑格阿雷德德伊
પદરૌના	帕德劳纳
કપડવંજ	卡帕德瓦恩杰
સાહિબગંજ	萨希布加恩杰
સુરગાણા	苏尔加纳
મુરૈના જિલ્લો	莫雷那縣
પન્ના જિલ્લો	潘納縣
મુંબઈ શહેરી જિલ્લો	孟買市區縣
મંડલા જિલ્લો	曼德拉縣
ભિંડ જિલ્લો	賓德縣
નીમચ જિલ્લો	尼姆奇縣
શેખપુરા	斯赫伊克普拉
રાજનાંદગાંવ જિલ્લો	拉吉南德岡縣
